Series Name,Series Code,Country Name,Country Code,2018
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Jamaica,JAM,3.74015836640364
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Japan,JPN,0.979903670486641
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Jordan,JOR,4.46231108475485
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kazakhstan,KAZ,6.01913096570714
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kenya,KEN,4.68981976129859
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kiribati,KIR,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Korea, Dem. People’s Rep.",PRK,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Korea, Rep.",KOR,1.47586240396369
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kosovo,XKX,1.05379773654998
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kuwait,KWT,0.543133148199589
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Kyrgyz Republic,KGZ,1.54266145238431
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Lao PDR,LAO,2.03987405484665
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Latvia,LVA,2.53445424186602
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Lebanon,LBN,6.07698907889605
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Lesotho,LSO,4.75180301624748
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Liberia,LBR,23.5635148953742
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Libya,LBY,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Liechtenstein,LIE,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Lithuania,LTU,2.69792779208397
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Luxembourg,LUX,1.52819524307373
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Macao SAR, China",MAC,3.00522100647301
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,North Macedonia,MKD,1.45831298507127
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Madagascar,MDG,8.59795823787682
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Malawi,MWI,12.420178108921
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Malaysia,MYS,0.884709160571244
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Maldives,MDV,-0.133373386117597
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mali,MLI,0.299546507387888
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Malta,MLT,1.15782362451512
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Marshall Islands,MHL,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mauritania,MRT,3.04891482875157
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mauritius,MUS,3.2160538314458
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mexico,MEX,4.89935015356549
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Micronesia, Fed. Sts.",FSM,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Moldova,MDA,3.04505397337071
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Monaco,MCO,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mongolia,MNG,6.81243594195042
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Montenegro,MNE,2.61121647230232
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Morocco,MAR,1.91295940503111
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Mozambique,MOZ,3.91133439990733
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Myanmar,MMR,6.87232865662918
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Namibia,NAM,4.28857498852457
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Nauru,NRU,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Nepal,NPL,4.0611633875107
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Netherlands,NLD,1.70349794744475
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,New Caledonia,NCL,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,New Zealand,NZL,1.59829703801698
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Nicaragua,NIC,4.94723728039882
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Niger,NER,2.96760366004454
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Nigeria,NGA,12.0947315505318
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Northern Mariana Islands,MNP,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Norway,NOR,2.76483134528794
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Oman,OMN,0.881302104009536
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Pakistan,PAK,5.07805725868919
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Palau,PLW,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Panama,PAN,0.761578359399943
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Papua New Guinea,PNG,4.72084992574417
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Paraguay,PRY,3.97561015740689
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Peru,PER,1.31764765937395
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Philippines,PHL,5.21160460595185
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Poland,POL,1.81295156542681
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Portugal,PRT,0.99371568346825
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Puerto Rico,PRI,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Qatar,QAT,0.255815382724399
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Romania,ROU,4.62548443137781
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Russian Federation,RUS,2.87829723647886
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Rwanda,RWA,-0.309533635988446
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Samoa,WSM,4.19745888663745
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,San Marino,SMR,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sao Tome and Principe,STP,7.85706431333533
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Saudi Arabia,SAU,2.45814158007533
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Senegal,SEN,0.46098564246427
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Serbia,SRB,1.95984076293803
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Seychelles,SYC,3.70291839111562
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sierra Leone,SLE,16.0327898535814
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Singapore,SGP,0.438620118446782
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sint Maarten (Dutch part),SXM,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Slovak Republic,SVK,2.51403712883808
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Slovenia,SVN,1.73860861988181
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Solomon Islands,SLB,3.46147484973745
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Somalia,SOM,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,South Africa,ZAF,4.50457749331605
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,South Sudan,SSD,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Spain,ESP,1.67506761489627
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sri Lanka,LKA,2.13503773713198
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,St. Kitts and Nevis,KNA,-1.03712214131567
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,St. Lucia,LCA,1.93846244376073
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,St. Martin (French part),MAF,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,St. Vincent and the Grenadines,VCT,2.32414485367923
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sudan,SDN,63.2925073455883
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Suriname,SUR,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Eswatini,SWZ,4.81494233775261
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Sweden,SWE,1.95353530127029
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Switzerland,CHE,0.936313303085696
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Syrian Arab Republic,SYR,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Tajikistan,TJK,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Tanzania,TZA,3.49445848856181
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Thailand,THA,1.06389754183022
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Timor-Leste,TLS,2.63647201015893
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Togo,TGO,0.927755426457187
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Tonga,TON,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Trinidad and Tobago,TTO,1.01856930188828
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Tunisia,TUN,7.3075917603165
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Turkey,TUR,16.3324638988929
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Turkmenistan,TKM,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Turks and Caicos Islands,TCA,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Tuvalu,TUV,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Uganda,UGA,2.62397505207709
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Ukraine,UKR,10.9518559353179
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,United Arab Emirates,ARE,3.06863379251994
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,United Kingdom,GBR,2.29283990345939
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,United States,USA,2.44258329692818
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Uruguay,URY,7.60653360377044
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Uzbekistan,UZB,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Vanuatu,VUT,2.3309637956687
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Venezuela, RB",VEN,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Vietnam,VNM,3.53962805942641
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Virgin Islands (U.S.),VIR,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,West Bank and Gaza,PSE,-0.195107773730686
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,"Yemen, Rep.",YEM,..
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Zambia,ZMB,7.49457192728511
"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,Zimbabwe,ZWE,..
"International tourism, number of arrivals",ST.INT.ARVL,Afghanistan,AFG,..
"International tourism, number of arrivals",ST.INT.ARVL,Albania,ALB,5340000
"International tourism, number of arrivals",ST.INT.ARVL,Algeria,DZA,2657000
"International tourism, number of arrivals",ST.INT.ARVL,American Samoa,ASM,20200
"International tourism, number of arrivals",ST.INT.ARVL,Andorra,AND,3042000
"International tourism, number of arrivals",ST.INT.ARVL,Angola,AGO,218000
"International tourism, number of arrivals",ST.INT.ARVL,Antigua and Barbuda,ATG,269000
"International tourism, number of arrivals",ST.INT.ARVL,Argentina,ARG,6942000
"International tourism, number of arrivals",ST.INT.ARVL,Armenia,ARM,1652000
"International tourism, number of arrivals",ST.INT.ARVL,Aruba,ABW,1082000
"International tourism, number of arrivals",ST.INT.ARVL,Australia,AUS,9246000
"International tourism, number of arrivals",ST.INT.ARVL,Austria,AUT,30816000
"International tourism, number of arrivals",ST.INT.ARVL,Azerbaijan,AZE,2633000
"International tourism, number of arrivals",ST.INT.ARVL,"Bahamas, The",BHS,1633000
"International tourism, number of arrivals",ST.INT.ARVL,Bahrain,BHR,12045000
"International tourism, number of arrivals",ST.INT.ARVL,Bangladesh,BGD,..
"International tourism, number of arrivals",ST.INT.ARVL,Barbados,BRB,680000
"International tourism, number of arrivals",ST.INT.ARVL,Belarus,BLR,11501600
"International tourism, number of arrivals",ST.INT.ARVL,Belgium,BEL,9119000
"International tourism, number of arrivals",ST.INT.ARVL,Belize,BLZ,489000
"International tourism, number of arrivals",ST.INT.ARVL,Benin,BEN,295000
"International tourism, number of arrivals",ST.INT.ARVL,Bermuda,BMU,282000
"International tourism, number of arrivals",ST.INT.ARVL,Bhutan,BTN,274000
"International tourism, number of arrivals",ST.INT.ARVL,Bolivia,BOL,1142000
"International tourism, number of arrivals",ST.INT.ARVL,Bosnia and Herzegovina,BIH,1053000
"International tourism, number of arrivals",ST.INT.ARVL,Botswana,BWA,..
"International tourism, number of arrivals",ST.INT.ARVL,Brazil,BRA,6621000
"International tourism, number of arrivals",ST.INT.ARVL,British Virgin Islands,VGB,192000
"International tourism, number of arrivals",ST.INT.ARVL,Brunei Darussalam,BRN,278000
"International tourism, number of arrivals",ST.INT.ARVL,Bulgaria,BGR,9273000
"International tourism, number of arrivals",ST.INT.ARVL,Burkina Faso,BFA,144000
"International tourism, number of arrivals",ST.INT.ARVL,Burundi,BDI,..
"International tourism, number of arrivals",ST.INT.ARVL,Cabo Verde,CPV,710000
"International tourism, number of arrivals",ST.INT.ARVL,Cambodia,KHM,6201000
"International tourism, number of arrivals",ST.INT.ARVL,Cameroon,CMR,..
"International tourism, number of arrivals",ST.INT.ARVL,Canada,CAN,21134000
"International tourism, number of arrivals",ST.INT.ARVL,Cayman Islands,CYM,463000
"International tourism, number of arrivals",ST.INT.ARVL,Central African Republic,CAF,..
"International tourism, number of arrivals",ST.INT.ARVL,Chad,TCD,..
"International tourism, number of arrivals",ST.INT.ARVL,Channel Islands,CHI,..
"International tourism, number of arrivals",ST.INT.ARVL,Chile,CHL,5723000
"International tourism, number of arrivals",ST.INT.ARVL,China,CHN,62900000
"International tourism, number of arrivals",ST.INT.ARVL,Colombia,COL,3904000
"International tourism, number of arrivals",ST.INT.ARVL,Comoros,COM,35900
"International tourism, number of arrivals",ST.INT.ARVL,"Congo, Dem. Rep.",COD,..
"International tourism, number of arrivals",ST.INT.ARVL,"Congo, Rep.",COG,156000
"International tourism, number of arrivals",ST.INT.ARVL,Costa Rica,CRI,3017000
"International tourism, number of arrivals",ST.INT.ARVL,Cote d'Ivoire,CIV,1965000
"International tourism, number of arrivals",ST.INT.ARVL,Croatia,HRV,16645000
"International tourism, number of arrivals",ST.INT.ARVL,Cuba,CUB,4684000
"International tourism, number of arrivals",ST.INT.ARVL,Curacao,CUW,432000
"International tourism, number of arrivals",ST.INT.ARVL,Cyprus,CYP,3939000
"International tourism, number of arrivals",ST.INT.ARVL,Czech Republic,CZE,10611000
"International tourism, number of arrivals",ST.INT.ARVL,Denmark,DNK,12749000
"International tourism, number of arrivals",ST.INT.ARVL,Djibouti,DJI,..
"International tourism, number of arrivals",ST.INT.ARVL,Dominica,DMA,63000
"International tourism, number of arrivals",ST.INT.ARVL,Dominican Republic,DOM,6569000
"International tourism, number of arrivals",ST.INT.ARVL,Ecuador,ECU,2535000
"International tourism, number of arrivals",ST.INT.ARVL,"Egypt, Arab Rep.",EGY,11196000
"International tourism, number of arrivals",ST.INT.ARVL,El Salvador,SLV,1677300
"International tourism, number of arrivals",ST.INT.ARVL,Equatorial Guinea,GNQ,..
"International tourism, number of arrivals",ST.INT.ARVL,Eritrea,ERI,..
"International tourism, number of arrivals",ST.INT.ARVL,Estonia,EST,3234000
"International tourism, number of arrivals",ST.INT.ARVL,Ethiopia,ETH,849000
"International tourism, number of arrivals",ST.INT.ARVL,Faroe Islands,FRO,..
"International tourism, number of arrivals",ST.INT.ARVL,Fiji,FJI,870000
"International tourism, number of arrivals",ST.INT.ARVL,Finland,FIN,3224000
"International tourism, number of arrivals",ST.INT.ARVL,France,FRA,89322000
"International tourism, number of arrivals",ST.INT.ARVL,French Polynesia,PYF,216300
"International tourism, number of arrivals",ST.INT.ARVL,Gabon,GAB,..
"International tourism, number of arrivals",ST.INT.ARVL,"Gambia, The",GMB,552000
"International tourism, number of arrivals",ST.INT.ARVL,Georgia,GEO,4757000
"International tourism, number of arrivals",ST.INT.ARVL,Germany,DEU,38881000
"International tourism, number of arrivals",ST.INT.ARVL,Ghana,GHA,..
"International tourism, number of arrivals",ST.INT.ARVL,Gibraltar,GIB,..
"International tourism, number of arrivals",ST.INT.ARVL,Greece,GRC,30123000
"International tourism, number of arrivals",ST.INT.ARVL,Greenland,GRL,..
"International tourism, number of arrivals",ST.INT.ARVL,Grenada,GRD,185000
"International tourism, number of arrivals",ST.INT.ARVL,Guam,GUM,1549000
"International tourism, number of arrivals",ST.INT.ARVL,Guatemala,GTM,1781000
"International tourism, number of arrivals",ST.INT.ARVL,Guinea,GIN,..
"International tourism, number of arrivals",ST.INT.ARVL,Guinea-Bissau,GNB,..
"International tourism, number of arrivals",ST.INT.ARVL,Guyana,GUY,287000
"International tourism, number of arrivals",ST.INT.ARVL,Haiti,HTI,447000
"International tourism, number of arrivals",ST.INT.ARVL,Honduras,HND,..
"International tourism, number of arrivals",ST.INT.ARVL,"Hong Kong SAR, China",HKG,29263000
"International tourism, number of arrivals",ST.INT.ARVL,Hungary,HUN,17552000
"International tourism, number of arrivals",ST.INT.ARVL,Iceland,ISL,2343800
"International tourism, number of arrivals",ST.INT.ARVL,India,IND,17423000
"International tourism, number of arrivals",ST.INT.ARVL,Indonesia,IDN,15810000
"International tourism, number of arrivals",ST.INT.ARVL,"Iran, Islamic Rep.",IRN,7295000
"International tourism, number of arrivals",ST.INT.ARVL,Iraq,IRQ,..
"International tourism, number of arrivals",ST.INT.ARVL,Ireland,IRL,10926000
"International tourism, number of arrivals",ST.INT.ARVL,Isle of Man,IMN,..
"International tourism, number of arrivals",ST.INT.ARVL,Israel,ISR,4121000
"International tourism, number of arrivals",ST.INT.ARVL,Italy,ITA,61567200
"International tourism, number of arrivals",ST.INT.ARVL,Jamaica,JAM,2473000
"International tourism, number of arrivals",ST.INT.ARVL,Japan,JPN,31192000
"International tourism, number of arrivals",ST.INT.ARVL,Jordan,JOR,4150000
"International tourism, number of arrivals",ST.INT.ARVL,Kazakhstan,KAZ,8789000
"International tourism, number of arrivals",ST.INT.ARVL,Kenya,KEN,..
"International tourism, number of arrivals",ST.INT.ARVL,Kiribati,KIR,7100
"International tourism, number of arrivals",ST.INT.ARVL,"Korea, Dem. People’s Rep.",PRK,..
"International tourism, number of arrivals",ST.INT.ARVL,"Korea, Rep.",KOR,15347000
"International tourism, number of arrivals",ST.INT.ARVL,Kosovo,XKX,..
"International tourism, number of arrivals",ST.INT.ARVL,Kuwait,KWT,8508000
"International tourism, number of arrivals",ST.INT.ARVL,Kyrgyz Republic,KGZ,423000
"International tourism, number of arrivals",ST.INT.ARVL,Lao PDR,LAO,3770000
"International tourism, number of arrivals",ST.INT.ARVL,Latvia,LVA,1946000
"International tourism, number of arrivals",ST.INT.ARVL,Lebanon,LBN,1964000
"International tourism, number of arrivals",ST.INT.ARVL,Lesotho,LSO,1173000
"International tourism, number of arrivals",ST.INT.ARVL,Liberia,LBR,..
"International tourism, number of arrivals",ST.INT.ARVL,Libya,LBY,..
"International tourism, number of arrivals",ST.INT.ARVL,Liechtenstein,LIE,85300
"International tourism, number of arrivals",ST.INT.ARVL,Lithuania,LTU,2825000
"International tourism, number of arrivals",ST.INT.ARVL,Luxembourg,LUX,1018000
"International tourism, number of arrivals",ST.INT.ARVL,"Macao SAR, China",MAC,18493000
"International tourism, number of arrivals",ST.INT.ARVL,North Macedonia,MKD,707000
"International tourism, number of arrivals",ST.INT.ARVL,Madagascar,MDG,291000
"International tourism, number of arrivals",ST.INT.ARVL,Malawi,MWI,871000
"International tourism, number of arrivals",ST.INT.ARVL,Malaysia,MYS,25832000
"International tourism, number of arrivals",ST.INT.ARVL,Maldives,MDV,1484000
"International tourism, number of arrivals",ST.INT.ARVL,Mali,MLI,14000
"International tourism, number of arrivals",ST.INT.ARVL,Malta,MLT,2599000
